movieId,movieTitle,movieDescription,movieKeywords,movieCast,movieDirector,movieProduction,movieRuntime,movieGenre,movieTagline,movieRating,movieCover
11,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",saving the world dc comics invulnerability sequel superhero,Brandon Routh Kevin Spacey Kate Bosworth James Marsden Parker Posey,Bryan Singer,DC Comics Legendary Pictures Warner Bros. Bad Hat Harry Productions ,154,Adventure Fantasy Action Science Fiction,,default_video.mp4,https://image.tmdb.org/t/p/w500//385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,0,1,5.0
12,Quantum of Solace,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",killing undercover secret agent british secret service,Daniel Craig Olga Kurylenko Mathieu Amalric Judi Dench Giancarlo Giannini,Marc Forster,Eon Productions ,106,Adventure Action Thriller Crime,"For love, for hate, for justice, for revenge.",default_video.mp4,https://image.tmdb.org/t/p/w500//e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,0,1,5.0
13,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",witch fortune teller bondage exotic island monster,Johnny Depp Orlando Bloom Keira Knightley Stellan Skarsg\u00e5rd Bill Nighy,Gore Verbinski,Walt Disney Pictures Jerry Bruckheimer Films Second Mate Productions ,151,Adventure Fantasy Action,Jack is back!,default_video.mp4,https://image.tmdb.org/t/p/w500//uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,0,1,5.0
14,The Lone Ranger,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",texas horse survivor texas ranger partner,Johnny Depp Armie Hammer William Fichtner Helena Bonham Carter James Badge Dale,Gore Verbinski,Walt Disney Pictures Jerry Bruckheimer Films Infinitum Nihil Silver Bullet Productions (II) Blind Wink Productions Classic Media ,149,Action Adventure Western,Never Take Off the Mask,default_video.mp4,https://image.tmdb.org/t/p/w500//p3OvQFa5lhbwSAhPygwnlugie1d.jpg,0,1,5.0
15,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",saving the world dc comics superhero based on comic book superhuman,Henry Cavill Amy Adams Michael Shannon Kevin Costner Diane Lane,Zack Snyder,Legendary Pictures Warner Bros. DC Entertainment Syncopy Cruel and Unusual Films ,143,Action Adventure Fantasy Science Fiction,You will believe that a man can fly.,default_video.mp4,https://image.tmdb.org/t/p/w500//8GFtkImmK0K1VaUChR0n9O61CFU.jpg,0,1,5.0
16,The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",based on novel fictional place brother sister relationship lion human being,Ben Barnes William Moseley Anna Popplewell Skandar Keynes Georgie Henley,Andrew Adamson,Walt Disney Walden Media Stillking Films Ozumi Films Propeler Silverbell Films Revolution Sun Studios ,150,Adventure Family Fantasy,Hope has a new face.,default_video.mp4,https://image.tmdb.org/t/p/w500//qxz3WIyjZiSKUhaTIEJ3c1GcC9z.jpg,0,1,5.0
17,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",new york shield marvel comic superhero based on comic book,Robert Downey Jr. Chris Evans Mark Ruffalo Chris Hemsworth Scarlett Johansson,Joss Whedon,Paramount Pictures Marvel Studios ,143,Science Fiction Action Adventure,Some assembly required.,default_video.mp4,https://image.tmdb.org/t/p/w500//RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,0,1,5.0
18,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",sea captain mutiny sword prime minister,Johnny Depp Pen\u00e9lope Cruz Ian McShane Kevin McNally Geoffrey Rush,Rob Marshall,Walt Disney Pictures Jerry Bruckheimer Films Moving Picture Company (MPC) ,136,Adventure Action Fantasy,Live Forever Or Die Trying.,default_video.mp4,https://image.tmdb.org/t/p/w500//keGfSvCmYj7CvdRx36OdVrAEibE.jpg,0,1,5.0
19,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",time travel time machine alien fictional government agency seeing the future,Will Smith Tommy Lee Jones Josh Brolin Michael Stuhlbarg Emma Thompson,Barry Sonnenfeld,Amblin Entertainment Media Magik Entertainment Imagenation Abu Dhabi FZ Hemisphere Media Capital Parkes/MacDonald Productions ,106,Action Comedy Science Fiction,They are back... in time.,default_video.mp4,https://image.tmdb.org/t/p/w500//90DdoEStzeObs96fsYf4GG544iN.jpg,0,1,5.0
20,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",corruption elves dwarves orcs middle-earth (tolkien),Martin Freeman Ian McKellen Richard Armitage Ken Stott Graham McTavish,Peter Jackson,WingNut Films New Line Cinema Warner Bros. Pictures 3Foot7 Metro-Goldwyn-Mayer (MGM) ,144,Action Adventure Fantasy,Witness the defining chapter of the Middle-Earth saga,default_video.mp4,https://image.tmdb.org/t/p/w500//xT98tLqatZPQApyRmlPL12LtiWp.jpg,0,1,5.0
21,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",loss of father vigilante serum marvel comic scientific experiment,Andrew Garfield Emma Stone Rhys Ifans Denis Leary Campbell Scott,Marc Webb,Columbia Pictures Laura Ziskin Productions Marvel Entertainment ,136,Action Adventure Fantasy,The untold story begins.,default_video.mp4,https://image.tmdb.org/t/p/w500//fSbqPbqXa7ePo8bcnZYN9AHv6zA.jpg,0,1,5.0
22,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",robin hood archer knight sherwood forest bow and arrow,Russell Crowe Cate Blanchett Max von Sydow William Hurt Mark Strong,Ridley Scott,Imagine Entertainment Universal Pictures Scott Free Productions Relativity Media ,140,Action Adventure,"Rise and rise again, until lambs become lions.",default_video.mp4,https://image.tmdb.org/t/p/w500//9NS5QGOfck24yL3bZqWeW06PgPC.jpg,0,1,5.0
23,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",elves dwarves orcs hobbit dragon,Martin Freeman Ian McKellen Richard Armitage Ken Stott Graham McTavish,Peter Jackson,WingNut Films New Line Cinema Warner Bros. Pictures Metro-Goldwyn-Mayer (MGM) ,161,Adventure Fantasy,Beyond darkness... beyond desolation... lies the greatest danger of all.,default_video.mp4,https://image.tmdb.org/t/p/w500//xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,0,1,5.0
24,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",england compass experiment lordship uncle,Dakota Blue Richards Nicole Kidman Daniel Craig Sam Elliott Eva Green,Chris Weitz,New Line Cinema Ingenious Film Partners Depth of Field Scholastic Productions ,113,Adventure Fantasy,There are worlds beyond our own - the compass will show the way.,default_video.mp4,https://image.tmdb.org/t/p/w500//lyaS7S4emzEaYUcSnCvyqfJpOcA.jpg,0,1,5.0
25,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",film business screenplay show business film making film producer,Naomi Watts Jack Black Adrien Brody Thomas Kretschmann Colin Hanks,Peter Jackson,WingNut Films Universal Pictures Big Primate Pictures MFPV Film ,187,Adventure Drama Action,The eighth wonder of the world.,default_video.mp4,https://image.tmdb.org/t/p/w500//6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg,0,1,5.0
26,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",shipwreck iceberg ship panic titanic,Kate Winslet Leonardo DiCaprio Frances Fisher Billy Zane Kathy Bates,James Cameron,Paramount Pictures Twentieth Century Fox Film Corporation Lightstorm Entertainment ,194,Drama Romance Thriller,Nothing on Earth could come between them.,default_video.mp4,https://image.tmdb.org/t/p/w500//9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,0,1,5.0
27,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",civil war war marvel comic sequel superhero,Chris Evans Robert Downey Jr. Scarlett Johansson Sebastian Stan Anthony Mackie,Anthony Russo,Studio Babelsberg Marvel Studios Walt Disney Studios Motion Pictures Vita-Ray Dutch Productions (III) Deluxe Digital Studios ,147,Adventure Action Science Fiction,Divided We Fall,default_video.mp4,https://image.tmdb.org/t/p/w500//rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,0,1,5.0
28,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",fight u.s. navy mind reading hong kong soccer,Taylor Kitsch Alexander Skarsg\u00e5rd Rihanna Brooklyn Decker Tadanobu Asano,Peter Berg,Universal Pictures Hasbro Bluegrass Films Film 44 ,131,Thriller Action Adventure Science Fiction,The Battle for Earth Begins at Sea,default_video.mp4,https://image.tmdb.org/t/p/w500//mXb3hot6ZW4hMfpZSK7UtD70WgM.jpg,0,1,5.0
29,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",monster dna tyrannosaurus rex velociraptor island,Chris Pratt Bryce Dallas Howard Irrfan Khan Vincent D'Onofrio Nick Robinson,Colin Trevorrow,Universal Studios Amblin Entertainment Legendary Pictures Fuji Television Network Dentsu ,124,Action Adventure Science Fiction Thriller,The park is open.,default_video.mp4,https://image.tmdb.org/t/p/w500//rhr4y79GpxQF9IsfJItRXVaoGs4.jpg,0,1,5.0
30,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",spy secret agent sociopath killer art gallery,Daniel Craig Judi Dench Javier Bardem Ralph Fiennes Naomie Harris,Sam Mendes,Columbia Pictures ,143,Action Adventure Thriller,Think on your sins.,default_video.mp4,https://image.tmdb.org/t/p/w500//izrHg2UzxG3YXTBcKFaUbYp9LWA.jpg,0,1,5.0
31,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",dual identity love of one's life pizza boy marvel comic sequel,Tobey Maguire Kirsten Dunst James Franco Alfred Molina Rosemary Harris,Sam Raimi,Columbia Pictures Laura Ziskin Productions Marvel Enterprises ,127,Action Adventure Fantasy,There's a hero in all of us.,default_video.mp4,https://image.tmdb.org/t/p/w500//c3e9e18SSlvFd1cQaGmUj5tqL5P.jpg,0,1,5.0
32,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",terrorist war on terror tennessee malibu marvel comic,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Guy Pearce Rebecca Hall,Shane Black,Marvel Studios ,130,Action Adventure Science Fiction,Unleash the power behind the armor.,default_video.mp4,https://image.tmdb.org/t/p/w500//qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,0,1,5.0
33,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",based on novel fictional place queen fantasy alice in wonderland,Mia Wasikowska Johnny Depp Anne Hathaway Helena Bonham Carter Crispin Glover,Tim Burton,"Walt Disney Pictures Team Todd Tim Burton Productions Roth Films Zanuck Company, The ",108,Family Fantasy Adventure,You're invited to a very important date.,default_video.mp4,https://image.tmdb.org/t/p/w500//g5fJsru55y2NdDfool0kDSOd3AE.jpg,0,1,5.0
34,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",mutant marvel comic based on comic book superhuman beast,Hugh Jackman Halle Berry Ian McKellen Patrick Stewart Famke Janssen,Brett Ratner,Ingenious Film Partners Twentieth Century Fox Film Corporation Donners' Company Dune Entertainment Major Studio Partners Bad Hat Harry Productions thinkfilm Marvel Enterprises X3 Canada Productions X3US Productions XM3 Service ,104,Adventure Action Science Fiction Thriller,Take a Stand,default_video.mp4,https://image.tmdb.org/t/p/w500//7RSSkRpwvkNN5iKO8zACtBA0KhQ.jpg,0,1,5.0
35,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,monster dormitory games animation best friend,Billy Crystal John Goodman Steve Buscemi Helen Mirren Noah Johnston,Dan Scanlon,Walt Disney Pictures Pixar Animation Studios ,104,Animation Family,School never looked this scary.,default_video.mp4,https://image.tmdb.org/t/p/w500//upaMBEonGeZGQc3xtUVZOfe1lGl.jpg,0,1,5.0
36,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",egypt sun chaos symbol artifact,Shia LaBeouf Megan Fox Josh Duhamel Rainn Wilson Tyrese Gibson,Michael Bay,Paramount Pictures DreamWorks SKG Amblin Entertainment Di Bonaventura Pictures Platinum Dunes Hasbro Studios Revolution Sun Studios ,150,Science Fiction Action Adventure,Revenge is coming.,default_video.mp4,https://image.tmdb.org/t/p/w500//pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,0,1,5.0
37,Transformers: Age of Extinction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",sequel alien transformers giant robot robot,Mark Wahlberg Stanley Tucci Kelsey Grammer Nicola Peltz Jack Reynor,Michael Bay,Paramount Pictures Amblin Entertainment Di Bonaventura Pictures Platinum Dunes China Movie Channel Hasbro Studios Ian Bryce Productions Revolution Sun Studios ,165,Science Fiction Action Adventure,This is not war. It's extinction.,default_video.mp4,https://image.tmdb.org/t/p/w500//jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,0,1,5.0
38,Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",circus witch magic hope illusion,James Franco Mila Kunis Rachel Weisz Michelle Williams Zach Braff,Sam Raimi,Walt Disney Pictures Roth Films ,130,Fantasy Adventure Family,"In Oz, nothing is what it seems",default_video.mp4,https://image.tmdb.org/t/p/w500//7lBgN59T5m1DaC9XcLkHOXdK9ax.jpg,0,1,5.0
39,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",obsession marvel comic sequel based on comic book electrocution,Andrew Garfield Emma Stone Jamie Foxx Dane DeHaan Campbell Scott,Marc Webb,Columbia Pictures Marvel Enterprises Avi Arad Productions Matt Tolmach Productions ,142,Action Adventure Fantasy,No more secrets.,default_video.mp4,https://image.tmdb.org/t/p/w500//c3e9e18SSlvFd1cQaGmUj5tqL5P.jpg,0,1,5.0
40,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",artificial intelligence secret identity computer program dystopia computer,Garrett Hedlund Jeff Bridges Olivia Wilde Bruce Boxleitner Yaya DaCosta,Joseph Kosinski,Walt Disney Pictures LivePlanet Prana Studios Sean Bailey Productions Revolution Sun Studios Kontsept Film Company ,125,Adventure Action Science Fiction,The Game Has Changed.,default_video.mp4,https://image.tmdb.org/t/p/w500//vuifSABRpSnxCAOxEnWpNbZSXpp.jpg,0,1,5.0
41,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,car race sequel comedy anthropomorphism best friend,Owen Wilson Larry the Cable Guy Michael Caine Emily Mortimer John Turturro,John Lasseter,Walt Disney Pictures Pixar Animation Studios ,106,Animation Family Adventure Comedy,Ka-ciao!,default_video.mp4,https://image.tmdb.org/t/p/w500//okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,0,1,5.0
42,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",dc comics transformation superhero alien alien infection,Ryan Reynolds Blake Lively Peter Sarsgaard Tim Robbins Mark Strong,Martin Campbell,De Line Pictures Warner Bros. DC Entertainment ,114,Adventure Action Thriller Science Fiction,"In our darkest hour, there will be light.",default_video.mp4,https://image.tmdb.org/t/p/w500//fj21HwUprqjjwTdkKC1XZurRSpV.jpg,0,1,5.0
43,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",hostage college toy barbie animation,Tom Hanks Tim Allen Ned Beatty Joan Cusack Michael Keaton,Lee Unkrich,Walt Disney Pictures Pixar Animation Studios ,103,Animation Family Comedy,No toy gets left behind.,default_video.mp4,https://image.tmdb.org/t/p/w500//AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,0,1,5.0
